,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
8987,714510483,0,44,1,3,0,1,2,2,36,2,3,3,34516.0,2517,31999.0,0.703,7640,87,0.582,0.073
8988,718246458,0,53,1,3,0,1,2,0,45,2,1,2,24262.0,1984,22278.0,0.805,8241,105,0.75,0.082
8989,710822808,0,51,1,0,3,1,2,0,33,1,3,1,34516.0,1228,33288.0,0.747,7854,89,0.648,0.036
8991,709722858,0,50,1,1,0,0,3,0,37,2,2,2,20708.0,1357,19351.0,0.852,8503,88,0.571,0.066
8992,712582983,0,47,0,3,0,0,0,1,36,4,3,1,14057.0,1381,12676.0,1.039,4729,54,0.742,0.098
8994,711388458,0,45,1,3,1,0,3,0,36,2,5,1,17072.0,1519,15553.0,0.831,8591,99,0.707,0.089
8995,796174983,0,52,1,2,1,1,2,0,46,2,3,3,25737.0,1168,24569.0,0.718,7722,94,0.469,0.045
8998,712687083,0,44,1,3,0,0,3,0,24,1,1,3,15043.0,0,15043.0,0.649,7234,83,0.694,0.0
8999,713003358,0,40,1,3,0,1,2,0,30,2,2,2,29338.0,159,29179.0,1.017,4983,40,0.379,0.005
9000,812443458,0,57,1,4,0,1,4,0,52,2,3,2,25808.0,0,25808.0,0.712,7794,94,0.843,0.0
9002,708826158,0,45,0,4,2,2,1,0,27,2,2,1,3670.0,1684,1986.0,0.675,8608,100,0.515,0.459
9003,788725608,0,44,0,3,0,1,0,0,17,1,2,3,8861.0,1149,7712.0,0.718,8387,102,0.759,0.13
9004,717559533,0,47,1,3,0,0,4,1,42,1,3,1,34516.0,1161,33355.0,0.74,8212,100,0.695,0.034
9007,709770408,0,51,1,2,0,0,4,1,36,1,1,2,34516.0,1702,32814.0,0.705,8652,98,0.849,0.049
9010,720655833,0,48,0,4,1,0,0,0,30,2,3,2,2913.0,0,2913.0,1.058,4955,56,0.806,0.0
9011,797898858,0,40,0,2,2,1,0,0,34,1,2,1,4748.0,2085,2663.0,0.615,7288,88,0.6,0.439
9012,779548008,0,50,1,2,0,1,2,1,35,1,2,3,34516.0,0,34516.0,0.742,7745,83,0.729,0.0
9014,711742758,0,43,0,5,3,1,1,0,32,2,3,1,11508.0,0,11508.0,1.005,5242,74,0.574,0.0
9016,711947358,0,49,1,4,2,0,4,0,38,2,3,1,18991.0,1208,17783.0,0.727,7716,83,0.804,0.064
9017,712157958,0,44,1,3,1,0,2,0,36,1,3,2,10908.0,0,10908.0,0.983,4883,42,0.5,0.0
9019,710192283,0,46,1,4,4,0,1,0,36,1,2,2,2219.0,1180,1039.0,0.768,8686,91,0.625,0.532
9020,718977483,0,56,1,4,0,1,2,0,46,2,3,1,25736.0,1388,24348.0,0.743,7209,91,0.596,0.054
9021,712129158,0,63,1,0,2,1,3,0,36,2,3,1,7997.0,1096,6901.0,0.716,7747,104,0.651,0.137
9022,714880533,0,40,1,5,0,1,1,0,36,2,2,3,2849.0,1741,1108.0,0.791,8669,99,0.768,0.611
9023,808287408,0,45,1,5,0,0,2,0,40,1,2,0,29227.0,1151,28076.0,0.73,8420,100,0.852,0.039
9024,709619433,0,52,1,2,5,0,4,0,44,1,2,2,34516.0,1382,33134.0,0.856,8604,108,0.714,0.04
9025,708881583,0,50,1,2,2,0,1,0,43,1,3,1,12458.0,1332,11126.0,0.68,8752,95,0.863,0.107
9026,711332883,0,62,1,1,1,1,3,0,46,2,3,3,7547.0,2477,5070.0,1.021,5294,73,0.698,0.328
9028,820587258,0,45,0,4,0,0,0,1,40,2,5,2,10677.0,0,10677.0,0.905,8637,94,0.808,0.0
9030,779779083,0,38,0,3,1,1,1,2,26,2,2,1,23981.0,0,23981.0,0.741,7872,103,0.635,0.0
9031,720735408,0,44,0,4,5,0,1,0,30,1,3,1,6329.0,1643,4686.0,0.706,8514,109,0.73,0.26
9032,819160158,0,42,1,3,2,0,1,0,37,2,3,3,4960.0,1724,3236.0,0.879,8218,88,0.913,0.348
9034,714823308,0,55,0,3,3,1,0,2,35,2,3,3,15987.0,1973,14014.0,0.705,7345,98,0.463,0.123
9035,711577458,0,52,0,1,2,1,0,0,36,2,2,1,3244.0,1855,1389.0,0.7,8087,95,0.792,0.572
9036,787539333,0,48,1,4,0,0,3,0,37,1,2,3,7298.0,2517,4781.0,0.838,7973,88,0.692,0.345
9037,716806383,0,48,1,4,0,0,2,0,40,1,1,3,28307.0,1506,26801.0,0.818,9042,122,0.605,0.053
9038,812230308,0,47,1,2,0,0,1,0,42,2,3,3,2430.0,1657,773.0,0.659,8444,100,0.449,0.682
9039,778420383,0,49,1,1,0,0,4,0,29,2,3,2,7650.0,2045,5605.0,0.891,8609,109,0.758,0.267
9040,774012933,0,47,0,3,3,2,1,0,41,1,2,1,6443.0,2073,4370.0,0.8,9277,92,0.769,0.322
9041,718756533,0,47,1,2,2,0,2,0,41,1,2,1,13356.0,1497,11859.0,0.753,8963,105,0.694,0.112
9042,812224983,0,56,1,2,0,1,4,0,51,1,1,2,4675.0,1340,3335.0,0.68,8037,100,0.852,0.287
9043,714284358,0,61,1,1,2,1,1,0,52,2,1,1,2177.0,1329,848.0,0.647,7037,82,0.745,0.61
9044,709530408,0,45,1,4,5,1,4,2,36,1,3,1,34516.0,1411,33105.0,0.701,8007,96,0.778,0.041
9045,750690258,0,49,0,2,0,0,0,0,39,2,3,3,2821.0,1995,826.0,0.62,8220,103,0.635,0.707
9046,716283108,0,44,0,4,2,0,0,0,36,2,2,3,6769.0,1133,5636.0,0.743,7986,88,0.6,0.167
9048,718528833,0,51,1,1,1,0,4,0,43,2,3,2,30172.0,1825,28347.0,0.8,8879,101,0.578,0.06
9049,718006608,0,44,0,5,2,1,0,0,36,1,3,1,7742.0,1163,6579.0,0.729,9081,100,0.852,0.15
9052,779293308,0,51,1,4,0,0,3,1,33,1,3,3,25653.0,2059,23594.0,0.702,8305,103,0.746,0.08
9053,718276758,0,52,0,1,0,1,1,0,40,2,1,2,4705.0,890,3815.0,0.723,8226,97,0.644,0.189
9054,712654233,0,39,1,3,1,0,2,0,27,1,3,1,19150.0,1093,18057.0,0.716,8327,85,0.545,0.057
9055,719296383,0,38,1,2,1,1,3,2,18,1,2,3,34516.0,1494,33022.0,0.588,7885,85,0.635,0.043
9056,808279158,0,51,1,3,0,0,2,0,46,1,3,1,11765.0,1429,10336.0,0.817,8914,99,0.768,0.121
9057,780497958,0,41,1,3,1,2,2,0,28,1,3,3,16627.0,2118,14509.0,0.589,7996,99,0.597,0.127
9058,715519983,0,43,1,2,4,0,3,0,34,1,1,3,13553.0,1448,12105.0,0.925,8751,94,0.808,0.107
9059,708568983,0,40,1,3,1,0,3,0,28,2,3,1,11476.0,2365,9111.0,0.65,8110,113,0.766,0.206
9060,823648983,0,58,1,1,2,1,2,0,54,1,3,1,5182.0,1459,3723.0,0.72,7960,112,0.697,0.282
9061,789412458,0,44,1,2,4,0,3,0,34,6,3,4,23026.0,2517,20509.0,1.032,4909,52,0.625,0.109
9062,716837508,0,48,1,4,0,0,3,0,37,2,2,1,18477.0,0,18477.0,0.771,8695,95,0.583,0.0
9065,720522633,0,44,1,3,3,0,1,1,36,2,1,2,16199.0,1533,14666.0,0.855,8150,106,0.631,0.095
9067,712938258,0,45,1,2,0,1,0,1,32,2,1,3,12695.0,1613,11082.0,0.852,8328,94,0.843,0.127
9070,708748833,0,37,0,3,0,1,1,0,25,2,2,3,9875.0,1239,8636.0,0.939,8920,105,0.694,0.125
9072,712645908,0,43,1,2,1,0,3,0,37,1,3,3,2600.0,2047,553.0,0.749,8804,111,0.682,0.787
9074,719714658,0,61,1,0,4,1,3,0,43,5,3,2,12218.0,0,12218.0,1.005,5272,62,0.59,0.0
9075,720874983,0,51,1,3,2,0,2,1,37,1,2,1,34516.0,0,34516.0,0.814,8736,97,0.702,0.0
9076,719180958,0,48,0,2,2,2,1,1,39,2,2,2,21754.0,0,21754.0,0.83,9105,104,0.763,0.0
9077,710360583,0,46,1,2,2,1,3,0,35,1,1,0,8396.0,604,7792.0,0.827,8329,101,0.656,0.072
9079,783121008,0,55,0,0,0,1,0,1,49,1,2,3,12094.0,1870,10224.0,0.845,8285,106,0.738,0.155
9080,789529158,0,44,1,4,1,1,3,0,36,1,1,3,2946.0,743,2203.0,0.827,8553,88,0.872,0.252
9081,708500883,0,48,1,2,2,1,1,1,40,2,3,2,17812.0,0,17812.0,0.75,8379,106,0.606,0.0
9082,811965558,0,46,0,4,3,1,1,0,41,2,3,3,13743.0,0,13743.0,0.947,9406,106,0.767,0.0
9084,809425533,0,45,0,2,2,2,1,1,40,5,2,2,15785.0,1174,14611.0,0.732,8097,105,0.842,0.074
9085,716858433,0,43,0,4,0,1,0,0,32,4,3,1,3015.0,0,3015.0,1.058,5372,75,0.596,0.0
9086,812534958,0,40,0,3,1,0,1,1,34,2,2,2,19000.0,1568,17432.0,0.688,8443,97,0.865,0.083
9087,714052158,0,49,1,2,1,0,4,0,39,2,3,2,11714.0,949,10765.0,1.036,5366,68,0.659,0.081
9089,711458583,0,47,1,2,3,0,3,1,35,2,1,1,34516.0,1349,33167.0,0.674,8582,106,0.767,0.039
9090,826451433,0,42,1,4,0,1,2,1,38,2,1,3,34516.0,2273,32243.0,0.86,8502,103,0.717,0.066
9092,709019283,0,47,1,1,3,0,2,0,39,2,3,1,5660.0,2210,3450.0,0.583,7867,100,0.695,0.39
9093,710213508,0,63,1,1,1,1,3,0,54,2,3,3,23355.0,1061,22294.0,0.864,8634,95,0.9,0.045
9094,710814633,0,49,1,2,2,0,2,0,31,1,5,3,20734.0,2517,18217.0,0.888,8888,103,0.717,0.121
9095,775267158,0,43,0,3,0,0,1,0,37,2,1,3,2476.0,1396,1080.0,0.838,8785,111,0.609,0.564
9096,712268808,0,55,1,4,0,1,4,1,36,2,2,3,34516.0,2443,32073.0,0.827,8765,105,0.721,0.071
9099,710958933,0,43,1,3,0,1,1,0,35,5,3,2,6080.0,787,5293.0,0.975,4866,56,0.647,0.129
9100,720698883,0,51,1,1,1,1,2,0,38,2,3,3,28605.0,0,28605.0,1.054,5524,67,0.718,0.0
9103,713808633,0,31,0,0,2,2,0,1,23,2,2,1,10850.0,1873,8977.0,0.995,13794,127,0.789,0.173
9104,710295858,0,43,1,4,0,2,2,0,32,2,1,2,24244.0,1649,22595.0,0.776,8074,84,0.647,0.068
9105,713209308,0,59,1,0,0,1,3,0,46,2,3,2,17218.0,1829,15389.0,0.638,7971,97,0.83,0.106
9107,717757608,0,53,1,2,3,1,4,2,36,2,1,1,34516.0,1051,33465.0,0.863,8938,114,0.676,0.03
9108,715300683,0,39,1,1,2,1,2,0,36,1,1,3,34458.0,846,33612.0,0.817,8271,94,0.88,0.025
9110,789582483,0,60,1,1,1,2,1,0,53,2,3,3,9369.0,1813,7556.0,0.658,7699,101,0.629,0.194
9113,770848308,0,45,1,2,0,0,3,3,31,2,2,1,34516.0,1308,33208.0,0.746,8773,105,0.78,0.038
9114,713486583,0,41,1,3,0,0,3,0,29,2,2,1,17277.0,2151,15126.0,0.701,8838,97,0.732,0.125
9117,711339258,0,49,0,3,0,1,1,1,36,1,3,1,20176.0,2219,17957.0,0.693,8255,86,0.911,0.11
9118,781171908,0,45,1,3,0,1,1,0,38,1,3,1,3751.0,1869,1882.0,0.926,9497,106,0.71,0.498
9121,716486508,0,45,0,3,1,0,1,0,37,6,2,2,3399.0,0,3399.0,0.991,5529,78,0.66,0.0
9122,771674958,0,45,1,2,1,0,1,0,33,1,3,3,11529.0,1823,9706.0,0.727,8135,97,0.702,0.158
9123,787909158,0,40,0,3,0,2,0,0,31,1,3,2,8694.0,1117,7577.0,0.842,9523,105,0.694,0.128
9124,717140733,0,52,0,1,0,1,0,0,36,1,3,3,6616.0,831,5785.0,0.707,9065,85,0.735,0.126
9125,799468083,0,51,1,2,0,0,1,0,45,2,2,2,11467.0,1146,10321.0,1.018,14373,97,0.764,0.1
9128,709171308,0,30,1,1,1,0,3,0,16,1,3,3,15795.0,1742,14053.0,1.022,13173,96,0.846,0.11
9129,798553158,0,62,0,1,0,1,0,0,56,1,2,1,3109.0,0,3109.0,1.054,5470,72,0.674,0.0
9130,720819858,0,47,0,4,4,1,0,0,27,1,2,2,8837.0,2517,6320.0,0.618,8210,100,0.754,0.285
9132,710924658,0,52,0,2,1,1,1,0,36,1,2,2,2540.0,1093,1447.0,0.783,9339,99,0.737,0.43
9137,718504233,0,43,0,4,2,0,0,0,30,2,2,3,2082.0,1794,288.0,0.735,3423,48,0.92,0.862
9138,709108533,0,49,1,4,0,0,2,0,29,2,2,3,9959.0,2216,7743.0,0.747,15139,90,0.837,0.223
9140,714352533,0,47,0,3,0,0,1,1,29,1,2,2,15472.0,865,14607.0,0.756,14132,103,0.746,0.056
9142,813804783,0,41,0,1,1,1,1,0,36,4,3,3,2667.0,0,2667.0,0.494,4399,54,0.862,0.0
9143,771062733,0,44,0,2,0,1,0,0,31,1,2,1,4291.0,1285,3006.0,0.846,15511,101,0.629,0.299
9144,715649358,0,39,1,2,3,0,3,0,26,1,2,2,3879.0,0,3879.0,0.928,7786,81,0.929,0.0
9146,715209333,0,32,1,0,1,1,3,0,36,1,1,1,6224.0,1965,4259.0,0.739,13630,124,0.699,0.316
9149,718732833,0,56,0,1,3,1,0,0,48,4,2,2,2783.0,1763,1020.0,0.344,3967,42,0.4,0.633
9150,816328308,0,60,0,0,0,0,0,0,55,2,1,3,3773.0,0,3773.0,0.684,14264,118,0.873,0.0
9151,711814608,0,41,0,5,1,0,1,1,36,2,1,1,19281.0,1805,17476.0,0.893,15423,110,0.692,0.094
9152,803216433,0,43,0,5,0,0,0,1,33,6,3,2,14806.0,2517,12289.0,0.558,4804,57,0.462,0.17
9153,710694033,0,32,1,0,0,2,1,0,36,2,1,1,7473.0,1253,6220.0,0.98,13400,104,0.733,0.168
9154,709257708,0,47,0,2,1,1,0,0,41,1,1,2,3108.0,1978,1130.0,0.917,14965,127,0.716,0.636
9155,720174033,0,46,1,3,0,2,2,0,33,1,3,1,34516.0,975,33541.0,0.738,12871,104,0.552,0.028
9156,820666083,0,41,1,2,0,1,4,0,37,5,3,4,27742.0,2517,25225.0,0.835,8646,85,0.977,0.091
9157,712044558,0,51,0,1,2,1,0,1,41,6,2,3,14563.0,1309,13254.0,0.708,6408,70,0.944,0.09
9158,713131158,0,58,1,2,2,1,2,0,46,1,3,1,10286.0,0,10286.0,0.908,8199,59,0.903,0.0
9160,795869583,0,53,0,3,2,0,0,0,47,1,3,2,3733.0,1620,2113.0,0.765,15200,118,0.934,0.434
9161,789535233,0,52,1,1,0,1,2,1,44,2,1,2,34516.0,1618,32898.0,1.0,11603,109,0.847,0.047
9162,716441058,0,45,0,4,1,1,0,1,36,2,5,2,14416.0,0,14416.0,0.788,13820,99,0.65,0.0
9163,718113633,0,41,1,3,2,0,4,0,36,1,2,3,34516.0,0,34516.0,0.377,5603,56,0.244,0.0
9164,708908883,0,37,0,2,0,2,0,1,32,1,3,2,12033.0,1025,11008.0,0.684,12603,106,0.893,0.085
9165,712152408,0,44,1,4,1,1,3,2,29,1,2,1,34516.0,1930,32586.0,0.615,12478,97,0.764,0.056
9168,798451908,0,36,0,2,0,0,0,0,30,1,3,2,5723.0,0,5723.0,0.85,12403,120,0.69,0.0
9169,794962983,0,47,0,3,0,2,0,0,41,1,1,3,9947.0,2496,7451.0,0.802,14576,110,0.774,0.251
9170,721000833,0,49,1,0,2,0,3,0,38,1,3,2,3599.0,0,3599.0,0.738,13324,110,0.594,0.0
9171,720086358,0,58,1,2,5,0,4,0,48,2,3,1,12648.0,1604,11044.0,0.719,14465,125,0.712,0.127
9172,710064033,0,45,1,3,2,0,1,0,28,2,2,5,4572.0,0,4572.0,0.48,3555,42,0.4,0.0
9174,710833908,0,45,1,5,1,0,2,0,25,1,3,3,25601.0,1384,24217.0,0.745,12896,100,0.852,0.054
9176,772339383,0,54,1,3,4,1,1,0,44,2,5,3,4216.0,1290,2926.0,0.86,13787,121,0.571,0.306
9177,721382208,0,38,0,2,1,0,1,0,27,2,1,2,3140.0,2517,623.0,0.801,13677,122,0.821,0.802
9178,779349783,0,46,1,3,5,0,3,0,31,2,2,2,21161.0,1198,19963.0,0.783,13119,104,0.625,0.057
9180,709210833,0,48,0,2,5,0,1,0,36,1,2,2,9074.0,1648,7426.0,0.727,14084,110,0.803,0.182
9181,821752908,0,53,1,2,1,1,3,0,49,2,3,2,4142.0,2252,1890.0,0.714,15078,117,0.746,0.544
9182,789878283,0,39,1,3,0,0,1,0,29,2,2,2,3152.0,1174,1978.0,0.862,13670,117,0.857,0.372
9183,709319658,0,48,0,4,0,1,0,3,37,5,3,4,15987.0,0,15987.0,0.827,7681,71,0.69,0.0
9184,719222133,0,41,1,3,0,1,1,0,36,2,3,2,8919.0,1723,7196.0,0.848,13719,96,0.714,0.193
9186,712718958,0,49,1,2,1,2,1,0,36,2,1,1,3308.0,2150,1158.0,0.879,15019,101,0.656,0.65
9192,713705358,0,37,1,2,0,1,3,0,28,2,6,1,7349.0,994,6355.0,0.864,13970,109,0.847,0.135
9193,789551883,0,52,0,3,0,1,1,0,45,1,1,2,14803.0,985,13818.0,0.831,14426,87,0.642,0.067
9194,812247033,0,51,0,3,2,0,0,0,46,5,5,2,3536.0,0,3536.0,0.542,3281,39,0.393,0.0
9195,717580458,0,43,1,4,2,2,2,0,36,2,3,2,19333.0,0,19333.0,0.969,7847,63,0.75,0.0
9196,780551733,0,54,0,1,1,0,0,1,44,2,2,3,11605.0,1470,10135.0,0.93,12592,117,0.8,0.127
9197,719722308,0,31,0,0,2,2,0,0,22,2,1,3,3329.0,0,3329.0,0.641,13109,114,0.727,0.0
9198,718328283,0,40,0,4,1,1,0,0,36,2,1,3,3961.0,1531,2430.0,0.646,12631,100,0.852,0.387
9200,715610733,0,60,1,1,2,0,1,0,47,6,1,5,3735.0,1175,2560.0,1.036,8193,66,0.65,0.315
9201,710161083,0,62,0,0,2,1,0,0,36,6,3,3,5780.0,0,5780.0,0.394,6613,40,0.429,0.0
9202,712464933,0,44,1,2,0,0,2,0,36,2,2,2,19141.0,1933,17208.0,1.05,15203,114,0.781,0.101
9204,713869083,0,56,1,2,1,0,2,0,43,2,2,1,29394.0,1002,28392.0,0.935,14901,92,0.673,0.034
9205,711465333,0,35,1,4,1,1,2,0,26,2,1,1,24250.0,0,24250.0,0.753,12593,99,0.768,0.0
9206,719924433,0,40,0,4,0,0,1,1,32,1,2,3,16191.0,0,16191.0,0.967,13452,107,0.621,0.0
9207,719248158,0,52,1,2,1,2,3,0,42,1,3,2,7261.0,1443,5818.0,0.972,14533,108,0.565,0.199
9208,719944458,0,29,1,0,1,1,1,0,36,2,3,1,4023.0,1437,2586.0,0.69,12510,96,0.92,0.357
9209,715799808,0,52,1,0,1,1,3,0,39,4,3,2,3764.0,0,3764.0,0.776,6574,69,0.865,0.0
9211,711838008,0,37,1,3,0,0,3,0,28,2,3,2,6407.0,478,5929.0,1.022,9322,77,0.833,0.075
9213,719413383,0,32,1,1,2,1,3,1,36,2,3,1,33711.0,1437,32274.0,0.942,14880,134,0.654,0.043
9215,789594108,0,47,1,5,3,1,2,0,41,1,1,3,3429.0,1779,1650.0,0.938,14107,99,0.65,0.519
9217,820271208,0,46,1,2,0,2,3,0,41,2,2,3,7064.0,1234,5830.0,0.955,13791,103,0.585,0.175
9218,708369633,0,34,0,3,0,0,0,2,36,6,3,2,15487.0,1847,13640.0,0.943,7031,67,0.811,0.119
9219,712055433,0,39,0,4,1,0,0,0,36,2,2,1,3600.0,2072,1528.0,0.94,14137,116,0.966,0.576
9220,721114458,0,46,1,4,3,1,4,0,36,1,2,2,34516.0,585,33931.0,0.802,14319,96,0.655,0.017
9221,714959358,0,50,1,3,1,0,2,1,36,5,3,3,34516.0,2292,32224.0,0.876,8045,71,0.868,0.066
9222,708396033,0,45,0,2,2,0,0,0,27,1,2,2,2490.0,1059,1431.0,0.715,12257,101,0.772,0.425
9223,719593608,0,56,1,1,2,0,2,0,36,6,2,1,33870.0,0,33870.0,0.872,7661,61,0.525,0.0
9226,714941358,0,53,0,4,0,0,0,0,36,2,3,6,4005.0,0,4005.0,0.896,7022,75,0.667,0.0
9227,716088783,0,60,1,0,3,0,2,0,50,1,4,2,29239.0,0,29239.0,1.057,8169,65,0.585,0.0
9228,718458858,0,41,1,4,0,1,2,1,29,2,3,6,34516.0,0,34516.0,0.434,3526,53,0.828,0.0
9229,715754133,0,42,0,3,0,1,0,0,32,2,2,3,3391.0,1359,2032.0,0.662,13212,107,0.646,0.401
9230,715630983,0,31,0,0,0,1,0,0,21,4,2,3,4598.0,0,4598.0,0.439,6317,77,0.833,0.0
9231,712768983,0,51,1,4,0,1,2,1,42,6,4,2,34516.0,230,34286.0,1.004,8629,65,0.548,0.007
9232,716881683,0,45,1,5,2,0,2,0,34,2,3,3,3435.0,2517,918.0,0.332,5567,51,0.545,0.733
9233,711108408,0,55,1,2,2,1,3,0,36,2,1,1,17540.0,1337,16203.0,0.734,14244,96,0.6,0.076
9234,717565233,0,51,1,3,5,1,2,0,38,2,3,2,31346.0,1318,30028.0,0.862,13303,92,0.804,0.042
9235,789539058,0,28,1,0,2,1,0,0,20,1,1,3,4342.0,893,3449.0,0.878,17064,116,0.758,0.206
9236,768643158,0,44,0,5,0,2,0,0,38,2,1,3,3842.0,2459,1383.0,0.691,13598,119,0.725,0.64
9237,721530633,0,51,0,2,0,1,1,0,36,1,1,1,3785.0,1329,2456.0,0.864,15209,104,0.891,0.351
9238,721188033,0,48,1,5,3,0,0,0,39,2,3,1,6797.0,2239,4558.0,0.922,16171,112,0.778,0.329
9239,810261633,0,44,1,4,0,1,3,0,39,2,2,3,9682.0,1727,7955.0,0.88,14991,95,0.9,0.178
9240,717529233,0,40,0,3,0,1,0,0,30,4,3,2,3319.0,0,3319.0,0.262,4840,44,0.375,0.0
9242,720943308,0,47,1,3,0,1,3,1,36,1,1,2,30498.0,1990,28508.0,0.839,16202,120,0.791,0.065
9244,711794358,0,61,1,0,3,1,2,0,50,2,4,3,21398.0,0,21398.0,0.695,3119,53,0.767,0.0
9246,709406733,0,46,1,3,0,2,2,0,36,2,2,1,20434.0,1504,18930.0,0.725,13280,106,0.656,0.074
9247,708572658,0,49,1,5,0,0,3,1,38,1,1,2,29531.0,2088,27443.0,0.843,15039,120,0.69,0.071
9248,714001008,0,56,1,1,2,2,4,0,36,1,1,2,3730.0,0,3730.0,0.732,13997,102,0.619,0.0
9249,712833633,0,41,1,2,4,0,1,0,36,2,1,3,10688.0,653,10035.0,0.682,13866,98,0.508,0.061
9253,712412958,0,41,0,3,5,0,1,1,33,1,1,2,18266.0,822,17444.0,0.875,14615,124,0.797,0.045
9254,720535008,0,46,1,4,2,1,2,0,36,1,2,3,10492.0,1094,9398.0,0.915,13764,104,0.733,0.104
9255,711578658,0,56,0,2,1,0,1,0,49,1,3,3,6380.0,2517,3863.0,0.706,13945,97,1.064,0.395
9257,780730008,0,51,1,2,3,1,4,0,36,2,2,2,3477.0,752,2725.0,0.703,13627,120,0.739,0.216
9258,824816358,0,36,0,1,2,1,0,0,32,2,3,2,3277.0,0,3277.0,0.84,14252,127,0.649,0.0
9259,716106108,0,49,1,4,4,0,4,1,41,2,3,2,34516.0,0,34516.0,0.663,13376,129,0.72,0.0
9266,719694408,0,30,0,1,3,1,0,0,36,4,3,6,4541.0,0,4541.0,0.976,7996,80,0.778,0.0
9267,806992533,0,49,0,1,0,0,0,0,44,2,1,1,8284.0,797,7487.0,0.824,13092,102,0.569,0.096
9268,718045008,0,31,1,0,4,0,0,0,21,1,2,2,3768.0,0,3768.0,0.799,6639,71,1.152,0.0
9269,711010683,0,35,1,3,1,0,1,0,27,1,2,3,14382.0,1950,12432.0,0.578,12941,131,0.819,0.136
9271,718801158,0,49,1,3,0,1,1,2,36,2,2,2,23981.0,1408,22573.0,0.844,14455,96,0.846,0.059
9272,712256358,0,40,1,3,0,0,3,0,23,1,3,1,22729.0,1581,21148.0,1.025,13672,110,0.746,0.07
9274,710968008,0,37,0,4,2,0,0,0,26,2,1,2,3423.0,647,2776.0,0.73,14308,124,0.722,0.189
9276,718102758,0,61,0,0,1,0,0,0,36,2,1,3,3175.0,1116,2059.0,0.978,14071,101,0.683,0.351
9277,811076883,0,45,1,3,0,0,1,0,40,1,4,3,7979.0,0,7979.0,0.465,5056,63,0.853,0.0
9280,716863458,0,44,1,2,2,1,2,1,36,2,3,3,34516.0,569,33947.0,0.919,8570,68,0.789,0.016
9282,814590483,0,45,0,2,0,0,1,0,40,1,3,3,3592.0,865,2727.0,0.663,12777,95,0.727,0.241
9283,773283108,0,31,1,0,1,0,3,1,24,1,1,3,32535.0,1722,30813.0,0.856,15738,116,0.657,0.053
9285,714615258,0,32,1,1,1,1,1,0,36,6,3,2,4819.0,2134,2685.0,0.834,9330,64,0.882,0.443
9286,788687133,0,42,1,2,0,0,2,0,31,2,3,1,16433.0,0,16433.0,0.791,13678,125,0.736,0.0
9288,717781608,0,52,0,3,0,0,0,0,40,2,2,1,9230.0,1518,7712.0,0.774,14082,99,0.833,0.164
9289,720136458,0,39,1,3,4,0,3,0,36,2,2,3,6867.0,776,6091.0,0.715,14119,97,0.764,0.113
9290,716247708,0,51,1,4,3,1,4,2,33,2,2,2,34516.0,1848,32668.0,0.775,14149,103,0.689,0.054
9291,714968208,0,52,1,2,1,0,2,0,36,2,3,1,18046.0,0,18046.0,0.819,13758,104,0.677,0.0
9292,719913783,0,40,1,3,0,1,1,0,27,2,2,3,7680.0,1589,6091.0,0.688,13617,105,0.721,0.207
9293,720621408,0,38,0,2,2,0,0,0,36,2,3,2,7825.0,0,7825.0,0.724,14326,100,0.786,0.0
9294,721169883,0,41,1,5,3,0,3,0,31,1,3,2,5002.0,1945,3057.0,1.035,16161,109,0.787,0.389
9296,714577233,0,50,0,3,0,0,1,0,41,2,3,1,4755.0,0,4755.0,0.776,15999,109,0.73,0.0
9297,712367658,0,58,1,1,2,1,2,0,40,1,3,0,22104.0,1783,20321.0,0.805,13830,112,0.806,0.081
9298,803655333,0,53,1,2,4,1,3,1,47,1,3,3,29038.0,2295,26743.0,0.657,12025,103,0.807,0.079
9299,710455608,0,40,1,3,1,1,2,0,36,2,3,2,4620.0,0,4620.0,0.654,6644,61,0.694,0.0
9300,711328458,0,58,1,1,1,0,2,0,50,1,1,3,34516.0,1341,33175.0,0.812,13988,127,0.789,0.039
9301,708123033,0,41,0,3,0,1,0,1,30,2,1,1,11463.0,0,11463.0,0.908,14511,105,0.721,0.0
9302,713514633,0,59,1,2,0,1,3,0,50,2,4,2,6224.0,0,6224.0,0.801,8291,69,1.029,0.0
9304,710374008,0,53,1,1,0,1,2,0,47,1,1,2,34516.0,1583,32933.0,0.631,12906,100,0.639,0.046
9306,715017858,0,44,1,2,2,0,4,3,36,2,1,3,34516.0,1421,33095.0,0.744,14465,114,0.754,0.041
9307,717571683,0,47,0,4,2,0,1,2,34,2,3,3,23981.0,0,23981.0,0.196,4536,61,0.605,0.0
9308,743420208,0,47,0,2,3,1,0,0,40,2,2,2,4822.0,1882,2940.0,0.833,13816,121,0.891,0.39
9310,714593883,0,53,0,2,0,0,0,1,45,1,2,1,12100.0,1350,10750.0,0.854,13138,115,0.667,0.112
9312,819628158,0,42,1,3,0,1,3,0,37,2,3,1,17887.0,1821,16066.0,0.687,14544,116,1.148,0.102
